cvegeo,region,is_bajio
07073,Sur,False
07074,Sur,False
07075,Sur,False
07076,Sur,False
07077,Sur,False
07078,Sur,False
07079,Sur,False
07080,Sur,False
07081,Sur,False
07082,Sur,False
07083,Sur,False
07084,Sur,False
07085,Sur,False
07086,Sur,False
07087,Sur,False
07088,Sur,False
07089,Sur,False
07090,Sur,False
07091,Sur,False
07092,Sur,False
07093,Sur,False
07094,Sur,False
07096,Sur,False
07097,Sur,False
07098,Sur,False
07099,Sur,False
07100,Sur,False
07101,Sur,False
07102,Sur,False
07103,Sur,False
07104,Sur,False
07105,Sur,False
07106,Sur,False
07107,Sur,False
07108,Sur,False
07109,Sur,False
07110,Sur,False
07111,Sur,False
07112,Sur,False
07113,Sur,False
07114,Sur,False
07115,Sur,False
07116,Sur,False
07117,Sur,False
07118,Sur,False
07119,Sur,False
07120,Sur,False
07121,Sur,False
07122,Sur,False
07123,Sur,False
07124,Sur,False
07125,Sur,False
08001,Norte,False
08002,Norte,False
08003,Norte,False
08004,Norte,False
08005,Norte,False
08006,Norte,False
08007,Norte,False
08008,Norte,False
08009,Norte,False
08010,Norte,False
08011,Norte,False
08012,Norte,False
08013,Norte,False
08014,Norte,False
08015,Norte,False
08016,Norte,False
08017,Norte,False
08018,Norte,False
08019,Norte,False
08020,Norte,False
08021,Norte,False
08022,Norte,False
08023,Norte,False
08024,Norte,False
08025,Norte,False
08026,Norte,False
08027,Norte,False
08028,Norte,False
08029,Norte,False
08030,Norte,False
08031,Norte,False
08032,Norte,False
08033,Norte,False
08034,Norte,False
08035,Norte,False
08036,Norte,False
08037,Norte,False
08038,Norte,False
08039,Norte,False
08040,Norte,False
08041,Norte,False
08042,Norte,False
08043,Norte,False
08044,Norte,False
08045,Norte,False
08046,Norte,False
08047,Norte,False
08048,Norte,False
08049,Norte,False
08050,Norte,False
08051,Norte,False
08052,Norte,False
08053,Norte,False
08054,Norte,False
08055,Norte,False
08056,Norte,False
08057,Norte,False
08058,Norte,False
08059,Norte,False
08060,Norte,False
08061,Norte,False
08062,Norte,False
08063,Norte,False
08064,Norte,False
08065,Norte,False
08066,Norte,False
08067,Norte,False
09002,Centro,False
09003,Centro,False
09004,Centro,False
09005,Centro,False
09006,Centro,False
09007,Centro,False
09008,Centro,False
09009,Centro,False
09010,Centro,False
09011,Centro,False
09012,Centro,False
09013,Centro,False
09014,Centro,False
09015,Centro,False
09016,Centro,False
09017,Centro,False
10001,Norte-Occidente,False
10002,Norte-Occidente,False
10003,Norte-Occidente,False
10004,Norte-Occidente,False
10005,Norte-Occidente,False
10006,Norte-Occidente,False
10007,Norte-Occidente,False
10008,Norte-Occidente,False
10009,Norte-Occidente,False
10010,Norte-Occidente,False
10011,Norte-Occidente,False
10012,Norte-Occidente,False
10013,Norte-Occidente,False
10014,Norte-Occidente,False
10015,Norte-Occidente,False
10016,Norte-Occidente,False
10017,Norte-Occidente,False
10018,Norte-Occidente,False
10019,Norte-Occidente,False
10020,Norte-Occidente,False
10021,Norte-Occidente,False
10022,Norte-Occidente,False
10023,Norte-Occidente,False
10024,Norte-Occidente,False
10025,Norte-Occidente,False
10026,Norte-Occidente,False
10027,Norte-Occidente,False
10028,Norte-Occidente,False
10029,Norte-Occidente,False
10030,Norte-Occidente,False
10031,Norte-Occidente,False
10032,Norte-Occidente,False
10033,Norte-Occidente,False
10034,Norte-Occidente,False
10035,Norte-Occidente,False
10036,Norte-Occidente,False
10037,Norte-Occidente,False
10038,Norte-Occidente,False
10039,Norte-Occidente,False
11001,Centro,True
11002,Centro,True
11003,Centro,True
11004,Centro,True
11005,Centro,True
11006,Centro,True
11007,Centro,True
11008,Centro,True
11009,Centro,True
11010,Centro,True
11011,Centro,True
11012,Centro,True
11013,Centro,True
11014,Centro,True
11015,Centro,True
11016,Centro,True
11017,Centro,True
11018,Centro,True
11019,Centro,True
11020,Centro,True
11021,Centro,True
11022,Centro,True
11023,Centro,True
11024,Centro,True
11025,Centro,True
11026,Centro,True
11027,Centro,True
11028,Centro,True
11029,Centro,True
11030,Centro,True
11031,Centro,True
11032,Centro,True
11033,Centro,True
11034,Centro,True
11035,Centro,True
11036,Centro,True
11037,Centro,True
11038,Centro,True
11039,Centro,True
11040,Centro,True
11041,Centro,True
11042,Centro,True
11043,Centro,True
11044,Centro,True
11045,Centro,True
11046,Centro,True
12001,Sur,False
12002,Sur,False
12003,Sur,False
12004,Sur,False
12005,Sur,False
12006,Sur,False
12007,Sur,False
12008,Sur,False
12009,Sur,False
12010,Sur,False
12011,Sur,False
12012,Sur,False
12013,Sur,False
12014,Sur,False
12015,Sur,False
12016,Sur,False
12017,Sur,False
12018,Sur,False
12019,Sur,False
12020,Sur,False
12021,Sur,False
12022,Sur,False
12023,Sur,False
12024,Sur,False
12025,Sur,False
12026,Sur,False
12027,Sur,False
12028,Sur,False
12029,Sur,False
12030,Sur,False
12031,Sur,False
12032,Sur,False
12033,Sur,False
12034,Sur,False
12035,Sur,False
12036,Sur,False
12037,Sur,False
12038,Sur,False
12039,Sur,False
12040,Sur,False
12041,Sur,False
12042,Sur,False
12043,Sur,False
12044,Sur,False
12045,Sur,False
12046,Sur,False
12047,Sur,False
12048,Sur,False
12049,Sur,False
12050,Sur,False
12051,Sur,False
12052,Sur,False
12053,Sur,False
12054,Sur,False
12055,Sur,False
12056,Sur,False
12057,Sur,False
12058,Sur,False
12059,Sur,False
12060,Sur,False
12061,Sur,False
12062,Sur,False
12063,Sur,False
12064,Sur,False
12065,Sur,False
12066,Sur,False
12067,Sur,False
12068,Sur,False
12069,Sur,False
12070,Sur,False
12071,Sur,False
12072,Sur,False
12073,Sur,False
12074,Sur,False
12075,Sur,False
12076,Sur,False
12077,Sur,False
12078,Sur,False
12079,Sur,False
12080,Sur,False
12081,Sur,False
12082,Sur,False
12083,Sur,False
12084,Sur,False
12085,Sur,False
13001,Centro,False
13002,Centro,False
13003,Centro,False
13004,Centro,False
13005,Centro,False
13006,Centro,False
13007,Centro,False
13008,Centro,False
13009,Centro,False
13010,Centro,False
13011,Centro,False
13012,Centro,False
13013,Centro,False
13014,Centro,False
13015,Centro,False
13016,Centro,False
13017,Centro,False
13018,Centro,False
13019,Centro,False
13020,Centro,False
13021,Centro,False
13022,Centro,False
13023,Centro,False
13024,Centro,False
13025,Centro,False
13026,Centro,False
13027,Centro,False
13028,Centro,False
13029,Centro,False
13030,Centro,False
13031,Centro,False
13032,Centro,False
13033,Centro,False
13034,Centro,False
13035,Centro,False
13036,Centro,False
13037,Centro,False
13038,Centro,False
13039,Centro,False
13040,Centro,False
13041,Centro,False
13042,Centro,False
13043,Centro,False
13044,Centro,False
13045,Centro,False
13046,Centro,False
13047,Centro,False
13048,Centro,False
13049,Centro,False
13050,Centro,False
13051,Centro,False
13052,Centro,False
13053,Centro,False
13054,Centro,False
13055,Centro,False
13056,Centro,False
13057,Centro,False
13058,Centro,False
13059,Centro,False
13060,Centro,False
13061,Centro,False
13062,Centro,False
13063,Centro,False
13064,Centro,False
13065,Centro,False
13066,Centro,False
13067,Centro,False
13068,Centro,False
13069,Centro,False
13070,Centro,False
13071,Centro,False
13072,Centro,False
13073,Centro,False
13074,Centro,False
13075,Centro,False
13076,Centro,False
13077,Centro,False
13078,Centro,False
13079,Centro,False
13080,Centro,False
13081,Centro,False
13082,Centro,False
13083,Centro,False
13084,Centro,False
14001,Centro-Norte,True
14002,Centro-Norte,False
14003,Centro-Norte,True
14004,Centro-Norte,False
14005,Centro-Norte,True
14006,Centro-Norte,True
14007,Centro-Norte,True
14008,Centro-Norte,True
14009,Centro-Norte,True
14010,Centro-Norte,False
14011,Centro-Norte,False
14012,Centro-Norte,False
14013,Centro-Norte,True
14014,Centro-Norte,False
14015,Centro-Norte,False
14016,Centro-Norte,True
14017,Centro-Norte,False
14018,Centro-Norte,True
14019,Centro-Norte,False
14020,Centro-Norte,False
14021,Centro-Norte,False
14022,Centro-Norte,False
14023,Centro-Norte,False
14024,Centro-Norte,True
14025,Centro-Norte,False
14026,Centro-Norte,False
14027,Centro-Norte,False
14028,Centro-Norte,False
14029,Centro-Norte,True
14030,Centro-Norte,False
14031,Centro-Norte,False
14032,Centro-Norte,False
14033,Centro-Norte,True
14034,Centro-Norte,False
14035,Centro-Norte,True
14036,Centro-Norte,True
14037,Centro-Norte,False
14038,Centro-Norte,False
14039,Centro-Norte,True
14040,Centro-Norte,True
14041,Centro-Norte,False
14042,Centro-Norte,False
14043,Centro-Norte,False
14044,Centro-Norte,True
14045,Centro-Norte,False
14046,Centro-Norte,True
14047,Centro-Norte,True
14048,Centro-Norte,True
14049,Centro-Norte,False
14050,Centro-Norte,False
14051,Centro-Norte,True
14052,Centro-Norte,False
14053,Centro-Norte,True
14054,Centro-Norte,False
14055,Centro-Norte,True
14056,Centro-Norte,False
14057,Centro-Norte,False
14058,Centro-Norte,False
14059,Centro-Norte,False
14060,Centro-Norte,True
14061,Centro-Norte,False
14062,Centro-Norte,False
14063,Centro-Norte,True
14064,Centro-Norte,True
14065,Centro-Norte,False
14066,Centro-Norte,True
14067,Centro-Norte,False
14068,Centro-Norte,False
14069,Centro-Norte,False
14070,Centro-Norte,True
14071,Centro-Norte,False
14072,Centro-Norte,True
14073,Centro-Norte,True
14074,Centro-Norte,True
14075,Centro-Norte,True
14076,Centro-Norte,False
14077,Centro-Norte,False
14078,Centro-Norte,True
14079,Centro-Norte,False
14080,Centro-Norte,False
14081,Centro-Norte,False
14082,Centro-Norte,False
14083,Centro-Norte,True
14084,Centro-Norte,False
14085,Centro-Norte,False
14086,Centro-Norte,False
14087,Centro-Norte,False
14088,Centro-Norte,False
14089,Centro-Norte,False
14090,Centro-Norte,False
14091,Centro-Norte,True
14092,Centro-Norte,False
14093,Centro-Norte,True
14094,Centro-Norte,True
14095,Centro-Norte,True
14096,Centro-Norte,False
14097,Centro-Norte,True
14098,Centro-Norte,False
14099,Centro-Norte,False
14100,Centro-Norte,False
14101,Centro-Norte,True
14102,Centro-Norte,False
14103,Centro-Norte,False
14104,Centro-Norte,False
14105,Centro-Norte,True
14106,Centro-Norte,False
14107,Centro-Norte,False
14108,Centro-Norte,False
14109,Centro-Norte,True
14110,Centro-Norte,False
14111,Centro-Norte,True
14112,Centro-Norte,False
14113,Centro-Norte,False
14114,Centro-Norte,False
14115,Centro-Norte,False
14116,Centro-Norte,True
14117,Centro-Norte,True
14118,Centro-Norte,False
14119,Centro-Norte,False
14120,Centro-Norte,True
14121,Centro-Norte,False
14122,Centro-Norte,False
14123,Centro-Norte,True
14124,Centro-Norte,True
14125,Centro-Norte,False
15001,Centro,False
15002,Centro,False
15003,Centro,False
15004,Centro,False
15005,Centro,False
15006,Centro,False
15007,Centro,False
15008,Centro,False
15009,Centro,False
15010,Centro,False
15011,Centro,False
15012,Centro,False
15013,Centro,False
15014,Centro,False
15015,Centro,False
15016,Centro,False
15017,Centro,False
15018,Centro,False
15019,Centro,False
15020,Centro,False
15021,Centro,False
15022,Centro,False
15023,Centro,False
15024,Centro,False
15025,Centro,False
15026,Centro,False
15027,Centro,False
15028,Centro,False
15029,Centro,False
15030,Centro,False
15031,Centro,False
15032,Centro,False
15033,Centro,False
15034,Centro,False
15035,Centro,False
15036,Centro,False
15037,Centro,False
15038,Centro,False
15039,Centro,False
15040,Centro,False
15041,Centro,False
15042,Centro,False
15043,Centro,False
15044,Centro,False
15045,Centro,False
15046,Centro,False
15047,Centro,False
15048,Centro,False
15049,Centro,False
15050,Centro,False
15051,Centro,False
15052,Centro,False
15053,Centro,False
15054,Centro,False
15055,Centro,False
15056,Centro,False
15057,Centro,False
15058,Centro,False
15059,Centro,False
15060,Centro,False
15061,Centro,False
15062,Centro,False
15063,Centro,False
15064,Centro,False
15065,Centro,False
15066,Centro,False
15067,Centro,False
15068,Centro,False
15069,Centro,False
15070,Centro,False
15071,Centro,False
15072,Centro,False
15073,Centro,False
15074,Centro,False
15075,Centro,False
15076,Centro,False
15077,Centro,False
15078,Centro,False
15079,Centro,False
15080,Centro,False
15081,Centro,False
15082,Centro,False
15083,Centro,False
15084,Centro,False
15085,Centro,False
15086,Centro,False
15087,Centro,False
15088,Centro,False
15089,Centro,False
15090,Centro,False
15091,Centro,False
15092,Centro,False
15093,Centro,False
15094,Centro,False
15095,Centro,False
15096,Centro,False
15097,Centro,False
15098,Centro,False
15099,Centro,False
15100,Centro,False
15101,Centro,False
15102,Centro,False
15103,Centro,False
15104,Centro,False
15105,Centro,False
15106,Centro,False
15107,Centro,False
15108,Centro,False
15109,Centro,False
15110,Centro,False
15111,Centro,False
15112,Centro,False
15113,Centro,False
15114,Centro,False
15115,Centro,False
15116,Centro,False
15117,Centro,False
15118,Centro,False
15119,Centro,False
15120,Centro,False
15121,Centro,False
15122,Centro,False
15123,Centro,False
15124,Centro,False
15125,Centro,False
16001,Centro-Norte,False
16002,Centro-Norte,False
16003,Centro-Norte,True
16004,Centro-Norte,True
16005,Centro-Norte,True
16006,Centro-Norte,False
16007,Centro-Norte,False
16008,Centro-Norte,False
16009,Centro-Norte,False
16010,Centro-Norte,False
16011,Centro-Norte,False
16012,Centro-Norte,False
16013,Centro-Norte,False
16014,Centro-Norte,False
16015,Centro-Norte,False
16016,Centro-Norte,False
16017,Centro-Norte,False
16018,Centro-Norte,False
16019,Centro-Norte,False
16020,Centro-Norte,True
16021,Centro-Norte,False
16022,Centro-Norte,False
16023,Centro-Norte,False
16024,Centro-Norte,False
16025,Centro-Norte,False
16026,Centro-Norte,False
16027,Centro-Norte,False
16028,Centro-Norte,True
16029,Centro-Norte,False
16030,Centro-Norte,True
16031,Centro-Norte,False
16032,Centro-Norte,False
16033,Centro-Norte,False
16034,Centro-Norte,False
16035,Centro-Norte,False
16036,Centro-Norte,False
16037,Centro-Norte,True
16038,Centro-Norte,False
16039,Centro-Norte,False
16040,Centro-Norte,True
16041,Centro-Norte,True
16042,Centro-Norte,False
16043,Centro-Norte,False
16044,Centro-Norte,True
16045,Centro-Norte,False
16046,Centro-Norte,False
16047,Centro-Norte,False
16048,Centro-Norte,True
16049,Centro-Norte,False
16050,Centro-Norte,True
16051,Centro-Norte,False
16052,Centro-Norte,False
16053,Centro-Norte,True
16054,Centro-Norte,True
16055,Centro-Norte,False
16056,Centro-Norte,False
16057,Centro-Norte,False
16058,Centro-Norte,False
16059,Centro-Norte,False
16060,Centro-Norte,False
16061,Centro-Norte,False
16062,Centro-Norte,False
16063,Centro-Norte,True
16064,Centro-Norte,False
16065,Centro-Norte,False
16066,Centro-Norte,False
16067,Centro-Norte,True
16068,Centro-Norte,False
16069,Centro-Norte,True
16070,Centro-Norte,True
16071,Centro-Norte,True
16072,Centro-Norte,True
16073,Centro-Norte,False
16074,Centro-Norte,False
16075,Centro-Norte,False
16076,Centro-Norte,False
16077,Centro-Norte,False
16078,Centro-Norte,True
16079,Centro-Norte,False
16080,Centro-Norte,True
16081,Centro-Norte,False
16082,Centro-Norte,False
16083,Centro-Norte,False
16084,Centro-Norte,False
16085,Centro-Norte,True
16086,Centro-Norte,True
16087,Centro-Norte,False
16088,Centro-Norte,True
16089,Centro-Norte,False
16090,Centro-Norte,False
16091,Centro-Norte,False
16092,Centro-Norte,False
16093,Centro-Norte,True
16094,Centro-Norte,True
16095,Centro-Norte,False
16096,Centro-Norte,False
16097,Centro-Norte,False
16098,Centro-Norte,True
16099,Centro-Norte,False
16100,Centro-Norte,False
16101,Centro-Norte,False
16102,Centro-Norte,False
16103,Centro-Norte,False
16104,Centro-Norte,False
16105,Centro-Norte,False
16106,Centro-Norte,True
16107,Centro-Norte,True
16108,Centro-Norte,False
16109,Centro-Norte,True
16110,Centro-Norte,False
16111,Centro-Norte,False
16112,Centro-Norte,False
16113,Centro-Norte,True
17001,Centro,False
17002,Centro,False
17003,Centro,False
17004,Centro,False
17005,Centro,False
17006,Centro,False
17007,Centro,False
17008,Centro,False
17009,Centro,False
17010,Centro,False
17011,Centro,False
17012,Centro,False
17013,Centro,False
17014,Centro,False
17015,Centro,False
17016,Centro,False
17017,Centro,False
17018,Centro,False
17019,Centro,False
17020,Centro,False
17021,Centro,False
17022,Centro,False
17023,Centro,False
17024,Centro,False
17025,Centro,False
17026,Centro,False
17027,Centro,False
17028,Centro,False
17029,Centro,False
17030,Centro,False
17031,Centro,False
17032,Centro,False
17033,Centro,False
17034,Centro,False
17035,Centro,False
17036,Centro,False
18001,Norte-Occidente,False
18002,Norte-Occidente,False
18003,Norte-Occidente,False
18004,Norte-Occidente,False
18005,Norte-Occidente,False
18006,Norte-Occidente,False
18007,Norte-Occidente,False
18008,Norte-Occidente,False
18009,Norte-Occidente,False
18010,Norte-Occidente,False
18011,Norte-Occidente,False
18012,Norte-Occidente,False
18013,Norte-Occidente,False
18014,Norte-Occidente,False
18015,Norte-Occidente,False
18016,Norte-Occidente,False
18017,Norte-Occidente,False
18018,Norte-Occidente,False
18019,Norte-Occidente,False
18020,Norte-Occidente,False
19001,Norte,False
19002,Norte,False
19003,Norte,False
19004,Norte,False
19005,Norte,False
19006,Norte,False
19007,Norte,False
19008,Norte,False
19009,Norte,False
19010,Norte,False
19011,Norte,False
19012,Norte,False
19013,Norte,False
19014,Norte,False
19015,Norte,False
19016,Norte,False
19017,Norte,False
19018,Norte,False
19019,Norte,False
19020,Norte,False
19021,Norte,False
19022,Norte,False
19023,Norte,False
19024,Norte,False
19025,Norte,False
19026,Norte,False
19027,Norte,False
19028,Norte,False
19029,Norte,False
19030,Norte,False
19031,Norte,False
19032,Norte,False
19033,Norte,False
19034,Norte,False
19035,Norte,False
19036,Norte,False
19037,Norte,False
19038,Norte,False
19039,Norte,False
19040,Norte,False
19041,Norte,False
19042,Norte,False
19043,Norte,False
19044,Norte,False
19045,Norte,False
19046,Norte,False
19047,Norte,False
19048,Norte,False
19049,Norte,False
19050,Norte,False
19051,Norte,False
20001,Sur,False
20002,Sur,False
20003,Sur,False
20004,Sur,False
20005,Sur,False
20006,Sur,False
20007,Sur,False
20008,Sur,False
20009,Sur,False
20010,Sur,False
20011,Sur,False
20012,Sur,False
20013,Sur,False
20014,Sur,False
20015,Sur,False
20016,Sur,False
20017,Sur,False
20018,Sur,False
20019,Sur,False
20020,Sur,False
20021,Sur,False
20022,Sur,False
20023,Sur,False
20024,Sur,False
20025,Sur,False
20026,Sur,False
20027,Sur,False
20028,Sur,False
20029,Sur,False
20030,Sur,False
20031,Sur,False
20032,Sur,False
20033,Sur,False
20034,Sur,False
20035,Sur,False
20036,Sur,False
20037,Sur,False
20038,Sur,False
20039,Sur,False
20040,Sur,False
20041,Sur,False
20042,Sur,False
20043,Sur,False
20044,Sur,False
20045,Sur,False
20046,Sur,False
20047,Sur,False
20048,Sur,False
20049,Sur,False
20050,Sur,False
20051,Sur,False
20052,Sur,False
20053,Sur,False
20054,Sur,False
20055,Sur,False
20056,Sur,False
20057,Sur,False
20058,Sur,False
20059,Sur,False
20060,Sur,False
20061,Sur,False
20062,Sur,False
20063,Sur,False
20064,Sur,False
20065,Sur,False
20066,Sur,False
20067,Sur,False
20068,Sur,False
20069,Sur,False
20070,Sur,False
20071,Sur,False
20072,Sur,False
20073,Sur,False
20074,Sur,False
20075,Sur,False
20076,Sur,False
20077,Sur,False
20078,Sur,False
20079,Sur,False
20080,Sur,False
20081,Sur,False
20082,Sur,False
20083,Sur,False
20084,Sur,False
20085,Sur,False
20086,Sur,False
20087,Sur,False
20088,Sur,False
20089,Sur,False
20090,Sur,False
20091,Sur,False
20092,Sur,False
20093,Sur,False
20094,Sur,False
20095,Sur,False
20096,Sur,False
20097,Sur,False
20098,Sur,False
20099,Sur,False
20100,Sur,False
20101,Sur,False
20102,Sur,False
20103,Sur,False
20104,Sur,False
20105,Sur,False
20106,Sur,False
20107,Sur,False
20108,Sur,False
20109,Sur,False
20110,Sur,False
20111,Sur,False
20112,Sur,False
20113,Sur,False
20114,Sur,False
20115,Sur,False
20116,Sur,False
20117,Sur,False
20118,Sur,False
20119,Sur,False
20120,Sur,False
20121,Sur,False
20122,Sur,False
20123,Sur,False
20124,Sur,False
20125,Sur,False
20126,Sur,False
20127,Sur,False
20128,Sur,False
20129,Sur,False
20130,Sur,False
20131,Sur,False
20132,Sur,False
20133,Sur,False
20134,Sur,False
20135,Sur,False
20136,Sur,False
20137,Sur,False
20138,Sur,False
20139,Sur,False
20140,Sur,False
20141,Sur,False
20142,Sur,False
20143,Sur,False
20144,Sur,False
20145,Sur,False
20146,Sur,False
20147,Sur,False
20148,Sur,False
20149,Sur,False
20150,Sur,False
20151,Sur,False
20152,Sur,False
20153,Sur,False
20154,Sur,False
20155,Sur,False
20156,Sur,False
20157,Sur,False
20158,Sur,False
20159,Sur,False
20160,Sur,False
20161,Sur,False
20162,Sur,False
20163,Sur,False
20164,Sur,False
20165,Sur,False
20166,Sur,False
20167,Sur,False
20168,Sur,False
20169,Sur,False
20170,Sur,False
20171,Sur,False
20172,Sur,False
20173,Sur,False
20174,Sur,False
20175,Sur,False
20176,Sur,False
20177,Sur,False
20178,Sur,False
20179,Sur,False
20180,Sur,False
20181,Sur,False
20182,Sur,False
20183,Sur,False
20184,Sur,False
20185,Sur,False
20186,Sur,False
20187,Sur,False
20188,Sur,False
20189,Sur,False
20190,Sur,False
20191,Sur,False
20192,Sur,False
20193,Sur,False
20194,Sur,False
20195,Sur,False
20196,Sur,False
20197,Sur,False
20198,Sur,False
20199,Sur,False
20200,Sur,False
20201,Sur,False
20202,Sur,False
20203,Sur,False
20204,Sur,False
20205,Sur,False
20206,Sur,False
20207,Sur,False
20208,Sur,False
20209,Sur,False
20210,Sur,False
20211,Sur,False
20212,Sur,False
20213,Sur,False
20214,Sur,False
20215,Sur,False
20216,Sur,False
20217,Sur,False
20218,Sur,False
20219,Sur,False
20220,Sur,False
20221,Sur,False
20222,Sur,False
20223,Sur,False
20224,Sur,False
20225,Sur,False
20226,Sur,False
20227,Sur,False
20228,Sur,False
20229,Sur,False
20230,Sur,False
20231,Sur,False
20232,Sur,False
20233,Sur,False
20234,Sur,False
20235,Sur,False
20236,Sur,False
20237,Sur,False
20238,Sur,False
20239,Sur,False
20240,Sur,False
20241,Sur,False
20242,Sur,False
20243,Sur,False
20244,Sur,False
20245,Sur,False
20246,Sur,False
20247,Sur,False
20248,Sur,False
20249,Sur,False
20250,Sur,False
20251,Sur,False
20252,Sur,False
20253,Sur,False
20254,Sur,False
20255,Sur,False
20256,Sur,False
20257,Sur,False
20258,Sur,False
20259,Sur,False
20260,Sur,False
20261,Sur,False
20262,Sur,False
20263,Sur,False
20264,Sur,False
20265,Sur,False
20266,Sur,False
20267,Sur,False
20268,Sur,False
20269,Sur,False
20270,Sur,False
20271,Sur,False
20272,Sur,False
20273,Sur,False
20274,Sur,False
20275,Sur,False
20276,Sur,False
20277,Sur,False
20278,Sur,False
20279,Sur,False
20280,Sur,False
20281,Sur,False
20282,Sur,False
20283,Sur,False
20284,Sur,False
20285,Sur,False
20286,Sur,False
20287,Sur,False
20288,Sur,False
20289,Sur,False
20290,Sur,False
20291,Sur,False
20292,Sur,False
20293,Sur,False
20294,Sur,False
20295,Sur,False
20296,Sur,False
20297,Sur,False
20298,Sur,False
20299,Sur,False
20300,Sur,False
20301,Sur,False
20302,Sur,False
20303,Sur,False
20304,Sur,False
20305,Sur,False
20306,Sur,False
20307,Sur,False
20308,Sur,False
20309,Sur,False
20310,Sur,False
20311,Sur,False
20312,Sur,False
20313,Sur,False
20314,Sur,False
20315,Sur,False
20316,Sur,False
20317,Sur,False
20318,Sur,False
20319,Sur,False
20320,Sur,False
20321,Sur,False
20322,Sur,False
20323,Sur,False
20324,Sur,False
20325,Sur,False
20326,Sur,False
20327,Sur,False
20328,Sur,False
20329,Sur,False
20330,Sur,False
20331,Sur,False
20332,Sur,False
20333,Sur,False
20334,Sur,False
20335,Sur,False
20336,Sur,False
20337,Sur,False
20338,Sur,False
20339,Sur,False
20340,Sur,False
20341,Sur,False
20342,Sur,False
20343,Sur,False
20344,Sur,False
20345,Sur,False
20346,Sur,False
20347,Sur,False
20348,Sur,False
20349,Sur,False
20350,Sur,False
20351,Sur,False
20352,Sur,False
20353,Sur,False
20354,Sur,False
20355,Sur,False
20356,Sur,False
20357,Sur,False
20358,Sur,False
20359,Sur,False
20360,Sur,False
20361,Sur,False
20362,Sur,False
20363,Sur,False
20364,Sur,False
20365,Sur,False
20366,Sur,False
20367,Sur,False
20368,Sur,False
20369,Sur,False
20370,Sur,False
20371,Sur,False
20372,Sur,False
20373,Sur,False
20374,Sur,False
20375,Sur,False
20376,Sur,False
20377,Sur,False
20378,Sur,False
20379,Sur,False
20380,Sur,False
20381,Sur,False
20382,Sur,False
20383,Sur,False
20384,Sur,False
20385,Sur,False
20386,Sur,False
