status_id,year,month,morans_i,p_value,z_score
7,2018,3,0.16636565048020427,0.001,11.858777428944784
7,2018,4,0.14797425668869982,0.001,10.775878897721427
7,2018,5,0.09300032357109012,0.001,8.125726727067882
7,2018,6,0.13979831567215817,0.002,8.929497700124701
7,2018,7,0.16152047602568778,0.001,12.213711888049016
7,2018,8,0.14819119132646408,0.001,11.879755317176272
7,2018,9,0.15317059749076278,0.001,11.416398384112107
7,2018,10,0.1851618860538766,0.001,14.00520309985824
7,2018,11,0.2123995308842,0.001,16.251390983197687
7,2018,12,0.11180189928846712,0.001,8.543978448094897
7,2019,1,0.1986527132356489,0.001,16.179623878998687
7,2019,2,0.16884079599133206,0.001,12.07617870946477
7,2019,3,0.17522506373082933,0.001,14.166926051271984
7,2019,4,0.16387940617426333,0.001,13.027386971038828
7,2019,5,0.15055254596037326,0.002,9.618785477850118
7,2019,6,0.20719648106594665,0.001,15.580550968005463
7,2019,7,0.19316477141885907,0.001,15.849327609969738
7,2019,8,0.18766288726543137,0.001,15.605734753854119
7,2019,9,0.27596947177464426,0.001,20.3041728013015
7,2019,10,0.24592718359998955,0.001,19.03129035370689
7,2019,11,0.2078083081880744,0.001,15.546160390205806
7,2019,12,0.1617679634088441,0.001,12.45647272892666
7,2020,1,0.1837927719860437,0.001,14.062526116942228
7,2020,2,0.25911414915131664,0.001,19.52932604313119
7,2020,3,0.2551681029723644,0.001,19.267306025210615
7,2020,4,0.21939398747372446,0.001,17.57141702384678
7,2020,5,0.22971666197675725,0.001,17.513119419251414
7,2020,6,0.14551008906432364,0.001,12.299877565184708
7,2020,7,0.2211748126711914,0.001,16.431713669289987
7,2020,8,0.25526158750787464,0.001,19.388864460885273
7,2020,9,0.12399066515577604,0.001,9.199839268425892
7,2020,10,0.12684461149035028,0.001,9.08437843734506
7,2020,11,0.14895720454306557,0.001,10.566480910898918
7,2020,12,0.13336849548075272,0.001,10.587860042348103
7,2021,1,0.17005908115157936,0.001,13.298334770085253
7,2021,2,0.15069400355653623,0.001,12.101978408568026
7,2021,3,0.1892218778955655,0.001,14.211565135518253
7,2021,4,0.14160653294443565,0.002,8.805472799377345
7,2021,5,0.12565257935183408,0.001,9.431968598992686
7,2021,6,0.1253077565243881,0.001,10.702804747700633
7,2021,7,0.18195631539580226,0.001,14.119164357778999
7,2021,8,0.16385785556461976,0.001,12.819956286287852
7,2021,9,0.16457693809065396,0.002,10.681850583581024
7,2021,10,0.1890734866841402,0.001,14.82882645711277
7,2021,11,0.13648489933400565,0.001,9.946418380804785
7,2021,12,0.1473764306978682,0.002,10.209946708479219
7,2022,1,0.11455158767395117,0.001,8.50499421999049
7,2022,2,0.1378062118190083,0.001,9.97466487447604
7,2022,3,0.09648276952478749,0.001,7.561645414938591
7,2022,4,0.1171847993626411,0.001,8.797009366011709
7,2022,5,0.14174934689115154,0.001,10.558316150456374
7,2022,6,0.11611403483331088,0.001,8.15747410644182
7,2022,7,0.16356785150816605,0.001,12.740222220318866
7,2022,8,0.06182744372309459,0.004,5.294397833843776
7,2022,9,0.07556453613936119,0.003,6.303514938302131
7,2022,10,0.17721276547856915,0.001,14.310013246744036
